"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 06 15:00:43 GMT 2022","Tue Dec 06 15:00:43 GMT 2022","155","tests","test_LandingPage","TestLanding","","","test_link_position",""
"failed","Tue Dec 06 15:01:19 GMT 2022","Tue Dec 06 15:01:19 GMT 2022","338","tests","test_LandingPage","TestLanding","","","test_startup_block",""
"passed","Tue Dec 06 15:01:05 GMT 2022","Tue Dec 06 15:01:06 GMT 2022","187","tests","test_LandingPage","TestLanding","","","test_why_exlab_block",""
"passed","Tue Dec 06 15:00:28 GMT 2022","Tue Dec 06 15:00:28 GMT 2022","96","tests","test_LandingPage","TestLanding","","","test_link_o_nas",""
"passed","Tue Dec 06 15:00:36 GMT 2022","Tue Dec 06 15:00:36 GMT 2022","175","tests","test_LandingPage","TestLanding","","","test_theme_color_button",""
"passed","Tue Dec 06 15:01:31 GMT 2022","Tue Dec 06 15:01:31 GMT 2022","193","tests","test_LandingPage","TestLanding","","","test_logo_footer",""
"passed","Tue Dec 06 15:01:23 GMT 2022","Tue Dec 06 15:01:27 GMT 2022","4354","tests","test_LandingPage","TestLanding","","","test_button_boosty",""
"passed","Tue Dec 06 15:00:26 GMT 2022","Tue Dec 06 15:00:26 GMT 2022","39","tests","test_LandingPage","TestLanding","","","test_logo_header",""
"passed","Tue Dec 06 15:01:33 GMT 2022","Tue Dec 06 15:01:34 GMT 2022","896","tests","test_LandingPage","TestLanding","","","test_link_linkedin",""
"passed","Tue Dec 06 15:00:45 GMT 2022","Tue Dec 06 15:01:00 GMT 2022","15133","tests","test_LandingPage","TestLanding","","","test_logo_opportunity_block",""
"passed","Tue Dec 06 15:01:07 GMT 2022","Tue Dec 06 15:01:09 GMT 2022","1629","tests","test_LandingPage","TestLanding","","","test_why_exlab_button_join",""
"passed","Tue Dec 06 15:00:24 GMT 2022","Tue Dec 06 15:00:24 GMT 2022","67","tests","test_LandingPage","TestLanding","","","test_smoke",""
"passed","Tue Dec 06 15:00:34 GMT 2022","Tue Dec 06 15:00:34 GMT 2022","77","tests","test_LandingPage","TestLanding","","","test_link_startup",""
"passed","Tue Dec 06 15:01:38 GMT 2022","Tue Dec 06 15:01:39 GMT 2022","1529","tests","test_LandingPage","TestLanding","","","test_link_telegram",""
"passed","Tue Dec 06 15:01:03 GMT 2022","Tue Dec 06 15:01:04 GMT 2022","207","tests","test_LandingPage","TestLanding","","","test_o_nas_block",""
"passed","Tue Dec 06 15:01:36 GMT 2022","Tue Dec 06 15:01:36 GMT 2022","448","tests","test_LandingPage","TestLanding","","","test_link_instagram",""
"passed","Tue Dec 06 15:01:41 GMT 2022","Tue Dec 06 15:01:43 GMT 2022","1722","tests","test_LandingPage","TestLanding","","","test_link_youtube",""
"passed","Tue Dec 06 15:00:32 GMT 2022","Tue Dec 06 15:00:32 GMT 2022","88","tests","test_LandingPage","TestLanding","","","test_link_mentors",""
"passed","Tue Dec 06 15:01:01 GMT 2022","Tue Dec 06 15:01:02 GMT 2022","209","tests","test_LandingPage","TestLanding","","","test_opportunity_block",""
"passed","Tue Dec 06 15:00:30 GMT 2022","Tue Dec 06 15:00:30 GMT 2022","85","tests","test_LandingPage","TestLanding","","","test_link_project",""
"passed","Tue Dec 06 15:01:13 GMT 2022","Tue Dec 06 15:01:13 GMT 2022","750","tests","test_LandingPage","TestLanding","","","test_project_block_logo_and_text",""
"passed","Tue Dec 06 15:00:39 GMT 2022","Tue Dec 06 15:00:41 GMT 2022","1542","tests","test_LandingPage","TestLanding","","","test_join_button",""
"passed","Tue Dec 06 15:01:21 GMT 2022","Tue Dec 06 15:01:21 GMT 2022","209","tests","test_LandingPage","TestLanding","","","test_help_project_block",""
"passed","Tue Dec 06 15:01:29 GMT 2022","Tue Dec 06 15:01:29 GMT 2022","185","tests","test_LandingPage","TestLanding","","","test_stay_tune_block",""
"passed","Tue Dec 06 15:01:15 GMT 2022","Tue Dec 06 15:01:17 GMT 2022","1548","tests","test_LandingPage","TestLanding","","","test_mentors_cards",""
"passed","Tue Dec 06 15:00:37 GMT 2022","Tue Dec 06 15:00:38 GMT 2022","993","tests","test_LandingPage","TestLanding","","","test_what_test",""
"passed","Tue Dec 06 15:01:11 GMT 2022","Tue Dec 06 15:01:11 GMT 2022","100","tests","test_LandingPage","TestLanding","","","test_project_block_header",""
"passed","Tue Dec 06 15:01:45 GMT 2022","Tue Dec 06 15:01:45 GMT 2022","105","tests","test_LandingPage","TestLanding","","","test_link_mail_to",""
