"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 06 17:41:00 GMT 2022","Tue Dec 06 17:41:00 GMT 2022","151","tests","test_LandingPage","TestLanding","","","test_link_o_nas",""
"passed","Tue Dec 06 17:42:14 GMT 2022","Tue Dec 06 17:42:14 GMT 2022","191","tests","test_LandingPage","TestLanding","","","test_stay_tune_block",""
"passed","Tue Dec 06 17:41:40 GMT 2022","Tue Dec 06 17:41:40 GMT 2022","372","tests","test_LandingPage","TestLanding","","","test_why_exlab_block",""
"passed","Tue Dec 06 17:41:18 GMT 2022","Tue Dec 06 17:41:33 GMT 2022","15091","tests","test_LandingPage","TestLanding","","","test_logo_opportunity_block",""
"passed","Tue Dec 06 17:41:16 GMT 2022","Tue Dec 06 17:41:16 GMT 2022","132","tests","test_LandingPage","TestLanding","","","test_link_position",""
"passed","Tue Dec 06 17:42:06 GMT 2022","Tue Dec 06 17:42:06 GMT 2022","183","tests","test_LandingPage","TestLanding","","","test_help_project_block",""
"passed","Tue Dec 06 17:42:21 GMT 2022","Tue Dec 06 17:42:21 GMT 2022","351","tests","test_LandingPage","TestLanding","","","test_link_instagram",""
"passed","Tue Dec 06 17:41:38 GMT 2022","Tue Dec 06 17:41:38 GMT 2022","168","tests","test_LandingPage","TestLanding","","","test_o_nas_block",""
"passed","Tue Dec 06 17:40:56 GMT 2022","Tue Dec 06 17:40:56 GMT 2022","60","tests","test_LandingPage","TestLanding","","","test_smoke",""
"passed","Tue Dec 06 17:42:26 GMT 2022","Tue Dec 06 17:42:28 GMT 2022","1876","tests","test_LandingPage","TestLanding","","","test_link_youtube",""
"passed","Tue Dec 06 17:42:16 GMT 2022","Tue Dec 06 17:42:16 GMT 2022","154","tests","test_LandingPage","TestLanding","","","test_logo_footer",""
"passed","Tue Dec 06 17:40:58 GMT 2022","Tue Dec 06 17:40:58 GMT 2022","24","tests","test_LandingPage","TestLanding","","","test_logo_header",""
"passed","Tue Dec 06 17:41:46 GMT 2022","Tue Dec 06 17:41:46 GMT 2022","86","tests","test_LandingPage","TestLanding","","","test_project_block_header",""
"passed","Tue Dec 06 17:42:30 GMT 2022","Tue Dec 06 17:42:30 GMT 2022","91","tests","test_LandingPage","TestLanding","","","test_link_mail_to",""
"passed","Tue Dec 06 17:42:08 GMT 2022","Tue Dec 06 17:42:12 GMT 2022","4078","tests","test_LandingPage","TestLanding","","","test_button_boosty",""
"passed","Tue Dec 06 17:41:08 GMT 2022","Tue Dec 06 17:41:08 GMT 2022","214","tests","test_LandingPage","TestLanding","","","test_theme_color_button",""
"passed","Tue Dec 06 17:41:42 GMT 2022","Tue Dec 06 17:41:44 GMT 2022","1630","tests","test_LandingPage","TestLanding","","","test_why_exlab_button_join",""
"failed","Tue Dec 06 17:42:04 GMT 2022","Tue Dec 06 17:42:04 GMT 2022","301","tests","test_LandingPage","TestLanding","","","test_startup_block",""
"passed","Tue Dec 06 17:41:02 GMT 2022","Tue Dec 06 17:41:02 GMT 2022","160","tests","test_LandingPage","TestLanding","","","test_link_project",""
"passed","Tue Dec 06 17:41:52 GMT 2022","Tue Dec 06 17:42:02 GMT 2022","9359","tests","test_LandingPage","TestLanding","","","test_mentors_cards",""
"passed","Tue Dec 06 17:41:36 GMT 2022","Tue Dec 06 17:41:36 GMT 2022","211","tests","test_LandingPage","TestLanding","","","test_opportunity_block",""
"passed","Tue Dec 06 17:41:06 GMT 2022","Tue Dec 06 17:41:06 GMT 2022","92","tests","test_LandingPage","TestLanding","","","test_link_startup",""
"passed","Tue Dec 06 17:41:04 GMT 2022","Tue Dec 06 17:41:04 GMT 2022","147","tests","test_LandingPage","TestLanding","","","test_link_mentors",""
"passed","Tue Dec 06 17:42:18 GMT 2022","Tue Dec 06 17:42:19 GMT 2022","839","tests","test_LandingPage","TestLanding","","","test_link_linkedin",""
"passed","Tue Dec 06 17:41:12 GMT 2022","Tue Dec 06 17:41:14 GMT 2022","1765","tests","test_LandingPage","TestLanding","","","test_join_button",""
"passed","Tue Dec 06 17:41:48 GMT 2022","Tue Dec 06 17:41:50 GMT 2022","2487","tests","test_LandingPage","TestLanding","","","test_project_block_logo_and_text",""
"passed","Tue Dec 06 17:41:09 GMT 2022","Tue Dec 06 17:41:10 GMT 2022","1081","tests","test_LandingPage","TestLanding","","","test_what_test",""
"passed","Tue Dec 06 17:42:23 GMT 2022","Tue Dec 06 17:42:25 GMT 2022","1659","tests","test_LandingPage","TestLanding","","","test_link_telegram",""
