"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 06 19:01:36 GMT 2022","Tue Dec 06 19:01:36 GMT 2022","71","tests","test_LandingPage","TestLanding","","","test_smoke",""
"passed","Tue Dec 06 19:02:48 GMT 2022","Tue Dec 06 19:02:48 GMT 2022","308","tests","test_LandingPage","TestLanding","","","test_link_instagram",""
"passed","Tue Dec 06 19:01:54 GMT 2022","Tue Dec 06 19:01:54 GMT 2022","134","tests","test_LandingPage","TestLanding","","","test_link_position",""
"passed","Tue Dec 06 19:02:43 GMT 2022","Tue Dec 06 19:02:43 GMT 2022","180","tests","test_LandingPage","TestLanding","","","test_logo_footer",""
"passed","Tue Dec 06 19:02:25 GMT 2022","Tue Dec 06 19:02:31 GMT 2022","6004","tests","test_LandingPage","TestLanding","","","test_mentors_cards",""
"passed","Tue Dec 06 19:02:35 GMT 2022","Tue Dec 06 19:02:35 GMT 2022","176","tests","test_LandingPage","TestLanding","","","test_help_project_block",""
"passed","Tue Dec 06 19:01:47 GMT 2022","Tue Dec 06 19:01:47 GMT 2022","269","tests","test_LandingPage","TestLanding","","","test_theme_color_button",""
"passed","Tue Dec 06 19:01:38 GMT 2022","Tue Dec 06 19:01:38 GMT 2022","37","tests","test_LandingPage","TestLanding","","","test_logo_header",""
"passed","Tue Dec 06 19:02:56 GMT 2022","Tue Dec 06 19:02:56 GMT 2022","92","tests","test_LandingPage","TestLanding","","","test_link_mail_to",""
"passed","Tue Dec 06 19:02:45 GMT 2022","Tue Dec 06 19:02:47 GMT 2022","1411","tests","test_LandingPage","TestLanding","","","test_link_linkedin",""
"passed","Tue Dec 06 19:01:43 GMT 2022","Tue Dec 06 19:01:44 GMT 2022","142","tests","test_LandingPage","TestLanding","","","test_link_mentors",""
"passed","Tue Dec 06 19:02:33 GMT 2022","Tue Dec 06 19:02:33 GMT 2022","469","tests","test_LandingPage","TestLanding","","","test_startup_block",""
"passed","Tue Dec 06 19:01:45 GMT 2022","Tue Dec 06 19:01:45 GMT 2022","140","tests","test_LandingPage","TestLanding","","","test_link_startup",""
"passed","Tue Dec 06 19:02:16 GMT 2022","Tue Dec 06 19:02:16 GMT 2022","387","tests","test_LandingPage","TestLanding","","","test_why_exlab_block",""
"passed","Tue Dec 06 19:02:18 GMT 2022","Tue Dec 06 19:02:19 GMT 2022","1328","tests","test_LandingPage","TestLanding","","","test_why_exlab_button_join",""
"passed","Tue Dec 06 19:02:37 GMT 2022","Tue Dec 06 19:02:40 GMT 2022","3114","tests","test_LandingPage","TestLanding","","","test_button_boosty",""
"passed","Tue Dec 06 19:02:14 GMT 2022","Tue Dec 06 19:02:14 GMT 2022","233","tests","test_LandingPage","TestLanding","","","test_o_nas_block",""
"passed","Tue Dec 06 19:01:40 GMT 2022","Tue Dec 06 19:01:40 GMT 2022","139","tests","test_LandingPage","TestLanding","","","test_link_o_nas",""
"passed","Tue Dec 06 19:02:41 GMT 2022","Tue Dec 06 19:02:42 GMT 2022","173","tests","test_LandingPage","TestLanding","","","test_stay_tune_block",""
"passed","Tue Dec 06 19:01:56 GMT 2022","Tue Dec 06 19:02:11 GMT 2022","15097","tests","test_LandingPage","TestLanding","","","test_logo_opportunity_block",""
"passed","Tue Dec 06 19:02:50 GMT 2022","Tue Dec 06 19:02:51 GMT 2022","1241","tests","test_LandingPage","TestLanding","","","test_link_telegram",""
"passed","Tue Dec 06 19:01:51 GMT 2022","Tue Dec 06 19:01:52 GMT 2022","1341","tests","test_LandingPage","TestLanding","","","test_join_button",""
"passed","Tue Dec 06 19:02:12 GMT 2022","Tue Dec 06 19:02:12 GMT 2022","201","tests","test_LandingPage","TestLanding","","","test_opportunity_block",""
"passed","Tue Dec 06 19:01:42 GMT 2022","Tue Dec 06 19:01:42 GMT 2022","146","tests","test_LandingPage","TestLanding","","","test_link_project",""
"passed","Tue Dec 06 19:02:53 GMT 2022","Tue Dec 06 19:02:55 GMT 2022","1702","tests","test_LandingPage","TestLanding","","","test_link_youtube",""
"passed","Tue Dec 06 19:02:21 GMT 2022","Tue Dec 06 19:02:21 GMT 2022","103","tests","test_LandingPage","TestLanding","","","test_project_block_header",""
"passed","Tue Dec 06 19:02:23 GMT 2022","Tue Dec 06 19:02:23 GMT 2022","669","tests","test_LandingPage","TestLanding","","","test_project_block_logo_and_text",""
"passed","Tue Dec 06 19:01:48 GMT 2022","Tue Dec 06 19:01:49 GMT 2022","850","tests","test_LandingPage","TestLanding","","","test_what_test",""
