"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 06 16:27:27 GMT 2022","Tue Dec 06 16:27:27 GMT 2022","60","tests","test_LandingPage","TestLanding","","","test_smoke",""
"passed","Tue Dec 06 16:28:15 GMT 2022","Tue Dec 06 16:28:17 GMT 2022","2041","tests","test_LandingPage","TestLanding","","","test_why_exlab_button_join",""
"passed","Tue Dec 06 16:28:19 GMT 2022","Tue Dec 06 16:28:19 GMT 2022","110","tests","test_LandingPage","TestLanding","","","test_project_block_header",""
"passed","Tue Dec 06 16:27:49 GMT 2022","Tue Dec 06 16:27:49 GMT 2022","165","tests","test_LandingPage","TestLanding","","","test_link_position",""
"passed","Tue Dec 06 16:27:38 GMT 2022","Tue Dec 06 16:27:38 GMT 2022","126","tests","test_LandingPage","TestLanding","","","test_link_startup",""
"passed","Tue Dec 06 16:28:27 GMT 2022","Tue Dec 06 16:28:28 GMT 2022","398","tests","test_LandingPage","TestLanding","","","test_startup_block",""
"passed","Tue Dec 06 16:28:22 GMT 2022","Tue Dec 06 16:28:22 GMT 2022","907","tests","test_LandingPage","TestLanding","","","test_project_block_logo_and_text",""
"broken","Tue Dec 06 16:28:25 GMT 2022","Tue Dec 06 16:28:25 GMT 2022","650","tests","test_LandingPage","TestLanding","","","test_mentors_cards",""
"passed","Tue Dec 06 16:27:34 GMT 2022","Tue Dec 06 16:27:34 GMT 2022","141","tests","test_LandingPage","TestLanding","","","test_link_project",""
"passed","Tue Dec 06 16:28:43 GMT 2022","Tue Dec 06 16:28:44 GMT 2022","741","tests","test_LandingPage","TestLanding","","","test_link_linkedin",""
"passed","Tue Dec 06 16:28:38 GMT 2022","Tue Dec 06 16:28:39 GMT 2022","189","tests","test_LandingPage","TestLanding","","","test_stay_tune_block",""
"passed","Tue Dec 06 16:27:31 GMT 2022","Tue Dec 06 16:27:31 GMT 2022","145","tests","test_LandingPage","TestLanding","","","test_link_o_nas",""
"passed","Tue Dec 06 16:28:30 GMT 2022","Tue Dec 06 16:28:30 GMT 2022","152","tests","test_LandingPage","TestLanding","","","test_help_project_block",""
"passed","Tue Dec 06 16:27:36 GMT 2022","Tue Dec 06 16:27:36 GMT 2022","148","tests","test_LandingPage","TestLanding","","","test_link_mentors",""
"passed","Tue Dec 06 16:28:13 GMT 2022","Tue Dec 06 16:28:13 GMT 2022","170","tests","test_LandingPage","TestLanding","","","test_why_exlab_block",""
"passed","Tue Dec 06 16:28:56 GMT 2022","Tue Dec 06 16:28:56 GMT 2022","98","tests","test_LandingPage","TestLanding","","","test_link_mail_to",""
"passed","Tue Dec 06 16:27:51 GMT 2022","Tue Dec 06 16:28:06 GMT 2022","15124","tests","test_LandingPage","TestLanding","","","test_logo_opportunity_block",""
"passed","Tue Dec 06 16:28:08 GMT 2022","Tue Dec 06 16:28:09 GMT 2022","222","tests","test_LandingPage","TestLanding","","","test_opportunity_block",""
"passed","Tue Dec 06 16:27:29 GMT 2022","Tue Dec 06 16:27:29 GMT 2022","68","tests","test_LandingPage","TestLanding","","","test_logo_header",""
"passed","Tue Dec 06 16:27:45 GMT 2022","Tue Dec 06 16:27:47 GMT 2022","2162","tests","test_LandingPage","TestLanding","","","test_join_button",""
"passed","Tue Dec 06 16:28:48 GMT 2022","Tue Dec 06 16:28:50 GMT 2022","1925","tests","test_LandingPage","TestLanding","","","test_link_telegram",""
"passed","Tue Dec 06 16:28:52 GMT 2022","Tue Dec 06 16:28:54 GMT 2022","2008","tests","test_LandingPage","TestLanding","","","test_link_youtube",""
"passed","Tue Dec 06 16:28:11 GMT 2022","Tue Dec 06 16:28:11 GMT 2022","227","tests","test_LandingPage","TestLanding","","","test_o_nas_block",""
"passed","Tue Dec 06 16:28:32 GMT 2022","Tue Dec 06 16:28:36 GMT 2022","4276","tests","test_LandingPage","TestLanding","","","test_button_boosty",""
"passed","Tue Dec 06 16:27:40 GMT 2022","Tue Dec 06 16:27:40 GMT 2022","282","tests","test_LandingPage","TestLanding","","","test_theme_color_button",""
"passed","Tue Dec 06 16:28:41 GMT 2022","Tue Dec 06 16:28:41 GMT 2022","176","tests","test_LandingPage","TestLanding","","","test_logo_footer",""
"passed","Tue Dec 06 16:28:46 GMT 2022","Tue Dec 06 16:28:46 GMT 2022","334","tests","test_LandingPage","TestLanding","","","test_link_instagram",""
"passed","Tue Dec 06 16:27:41 GMT 2022","Tue Dec 06 16:27:43 GMT 2022","1296","tests","test_LandingPage","TestLanding","","","test_what_test",""
