"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 06 19:07:21 GMT 2022","Tue Dec 06 19:07:21 GMT 2022","184","tests","test_LandingPage","TestLanding","","","test_smoke",""
"passed","Tue Dec 06 19:07:41 GMT 2022","Tue Dec 06 19:07:42 GMT 2022","185","tests","test_LandingPage","TestLanding","","","test_link_position",""
"passed","Tue Dec 06 19:09:09 GMT 2022","Tue Dec 06 19:09:09 GMT 2022","111","tests","test_LandingPage","TestLanding","","","test_link_mail_to",""
"passed","Tue Dec 06 19:08:56 GMT 2022","Tue Dec 06 19:08:57 GMT 2022","1219","tests","test_LandingPage","TestLanding","","","test_link_linkedin",""
"passed","Tue Dec 06 19:08:45 GMT 2022","Tue Dec 06 19:08:50 GMT 2022","4512","tests","test_LandingPage","TestLanding","","","test_button_boosty",""
"passed","Tue Dec 06 19:08:59 GMT 2022","Tue Dec 06 19:08:59 GMT 2022","342","tests","test_LandingPage","TestLanding","","","test_link_instagram",""
"passed","Tue Dec 06 19:07:43 GMT 2022","Tue Dec 06 19:07:59 GMT 2022","15129","tests","test_LandingPage","TestLanding","","","test_logo_opportunity_block",""
"passed","Tue Dec 06 19:08:08 GMT 2022","Tue Dec 06 19:08:10 GMT 2022","1667","tests","test_LandingPage","TestLanding","","","test_why_exlab_button_join",""
"passed","Tue Dec 06 19:08:12 GMT 2022","Tue Dec 06 19:08:12 GMT 2022","116","tests","test_LandingPage","TestLanding","","","test_project_block_header",""
"passed","Tue Dec 06 19:08:54 GMT 2022","Tue Dec 06 19:08:54 GMT 2022","203","tests","test_LandingPage","TestLanding","","","test_logo_footer",""
"passed","Tue Dec 06 19:08:15 GMT 2022","Tue Dec 06 19:08:16 GMT 2022","961","tests","test_LandingPage","TestLanding","","","test_project_block_logo_and_text",""
"passed","Tue Dec 06 19:09:01 GMT 2022","Tue Dec 06 19:09:03 GMT 2022","1675","tests","test_LandingPage","TestLanding","","","test_link_telegram",""
"passed","Tue Dec 06 19:08:04 GMT 2022","Tue Dec 06 19:08:04 GMT 2022","228","tests","test_LandingPage","TestLanding","","","test_o_nas_block",""
"passed","Tue Dec 06 19:08:41 GMT 2022","Tue Dec 06 19:08:41 GMT 2022","447","tests","test_LandingPage","TestLanding","","","test_startup_block",""
"passed","Tue Dec 06 19:08:52 GMT 2022","Tue Dec 06 19:08:52 GMT 2022","195","tests","test_LandingPage","TestLanding","","","test_stay_tune_block",""
"passed","Tue Dec 06 19:07:27 GMT 2022","Tue Dec 06 19:07:27 GMT 2022","187","tests","test_LandingPage","TestLanding","","","test_link_project",""
"passed","Tue Dec 06 19:07:31 GMT 2022","Tue Dec 06 19:07:32 GMT 2022","156","tests","test_LandingPage","TestLanding","","","test_link_startup",""
"passed","Tue Dec 06 19:09:05 GMT 2022","Tue Dec 06 19:09:07 GMT 2022","2152","tests","test_LandingPage","TestLanding","","","test_link_youtube",""
"passed","Tue Dec 06 19:08:43 GMT 2022","Tue Dec 06 19:08:43 GMT 2022","188","tests","test_LandingPage","TestLanding","","","test_help_project_block",""
"passed","Tue Dec 06 19:07:25 GMT 2022","Tue Dec 06 19:07:25 GMT 2022","176","tests","test_LandingPage","TestLanding","","","test_link_o_nas",""
"passed","Tue Dec 06 19:08:31 GMT 2022","Tue Dec 06 19:08:39 GMT 2022","7249","tests","test_LandingPage","TestLanding","","","test_mentors_cards",""
"passed","Tue Dec 06 19:08:06 GMT 2022","Tue Dec 06 19:08:06 GMT 2022","463","tests","test_LandingPage","TestLanding","","","test_why_exlab_block",""
"passed","Tue Dec 06 19:07:33 GMT 2022","Tue Dec 06 19:07:34 GMT 2022","402","tests","test_LandingPage","TestLanding","","","test_theme_color_button",""
"passed","Tue Dec 06 19:07:29 GMT 2022","Tue Dec 06 19:07:29 GMT 2022","175","tests","test_LandingPage","TestLanding","","","test_link_mentors",""
"passed","Tue Dec 06 19:07:23 GMT 2022","Tue Dec 06 19:07:23 GMT 2022","84","tests","test_LandingPage","TestLanding","","","test_logo_header",""
"passed","Tue Dec 06 19:07:35 GMT 2022","Tue Dec 06 19:07:36 GMT 2022","1127","tests","test_LandingPage","TestLanding","","","test_what_test",""
"passed","Tue Dec 06 19:08:02 GMT 2022","Tue Dec 06 19:08:02 GMT 2022","258","tests","test_LandingPage","TestLanding","","","test_opportunity_block",""
"passed","Tue Dec 06 19:07:38 GMT 2022","Tue Dec 06 19:07:39 GMT 2022","1777","tests","test_LandingPage","TestLanding","","","test_join_button",""
