"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 06 19:21:12 GMT 2022","Tue Dec 06 19:21:12 GMT 2022","132","tests","test_LandingPage","TestLanding","","","test_link_position",""
"passed","Tue Dec 06 19:21:34 GMT 2022","Tue Dec 06 19:21:34 GMT 2022","220","tests","test_LandingPage","TestLanding","","","test_o_nas_block",""
"passed","Tue Dec 06 19:21:08 GMT 2022","Tue Dec 06 19:21:10 GMT 2022","1802","tests","test_LandingPage","TestLanding","","","test_join_button",""
"passed","Tue Dec 06 19:21:56 GMT 2022","Tue Dec 06 19:22:01 GMT 2022","4841","tests","test_LandingPage","TestLanding","","","test_button_boosty",""
"passed","Tue Dec 06 19:21:01 GMT 2022","Tue Dec 06 19:21:01 GMT 2022","168","tests","test_LandingPage","TestLanding","","","test_link_mentors",""
"passed","Tue Dec 06 19:20:57 GMT 2022","Tue Dec 06 19:20:58 GMT 2022","136","tests","test_LandingPage","TestLanding","","","test_link_o_nas",""
"passed","Tue Dec 06 19:22:05 GMT 2022","Tue Dec 06 19:22:05 GMT 2022","178","tests","test_LandingPage","TestLanding","","","test_logo_footer",""
"passed","Tue Dec 06 19:21:41 GMT 2022","Tue Dec 06 19:21:41 GMT 2022","84","tests","test_LandingPage","TestLanding","","","test_project_block_header",""
"passed","Tue Dec 06 19:21:06 GMT 2022","Tue Dec 06 19:21:07 GMT 2022","818","tests","test_LandingPage","TestLanding","","","test_what_test",""
"passed","Tue Dec 06 19:22:16 GMT 2022","Tue Dec 06 19:22:18 GMT 2022","2058","tests","test_LandingPage","TestLanding","","","test_link_youtube",""
"passed","Tue Dec 06 19:21:32 GMT 2022","Tue Dec 06 19:21:32 GMT 2022","205","tests","test_LandingPage","TestLanding","","","test_opportunity_block",""
"passed","Tue Dec 06 19:21:45 GMT 2022","Tue Dec 06 19:21:51 GMT 2022","6043","tests","test_LandingPage","TestLanding","","","test_mentors_cards",""
"passed","Tue Dec 06 19:20:55 GMT 2022","Tue Dec 06 19:20:56 GMT 2022","344","tests","test_LandingPage","TestLanding","","","test_logo_header",""
"passed","Tue Dec 06 19:21:52 GMT 2022","Tue Dec 06 19:21:53 GMT 2022","458","tests","test_LandingPage","TestLanding","","","test_startup_block",""
"passed","Tue Dec 06 19:20:53 GMT 2022","Tue Dec 06 19:20:54 GMT 2022","341","tests","test_LandingPage","TestLanding","","","test_smoke",""
"passed","Tue Dec 06 19:21:38 GMT 2022","Tue Dec 06 19:21:39 GMT 2022","1338","tests","test_LandingPage","TestLanding","","","test_why_exlab_button_join",""
"passed","Tue Dec 06 19:21:14 GMT 2022","Tue Dec 06 19:21:29 GMT 2022","15098","tests","test_LandingPage","TestLanding","","","test_logo_opportunity_block",""
"passed","Tue Dec 06 19:22:03 GMT 2022","Tue Dec 06 19:22:03 GMT 2022","160","tests","test_LandingPage","TestLanding","","","test_stay_tune_block",""
"passed","Tue Dec 06 19:22:13 GMT 2022","Tue Dec 06 19:22:14 GMT 2022","1263","tests","test_LandingPage","TestLanding","","","test_link_telegram",""
"passed","Tue Dec 06 19:20:59 GMT 2022","Tue Dec 06 19:20:59 GMT 2022","152","tests","test_LandingPage","TestLanding","","","test_link_project",""
"passed","Tue Dec 06 19:21:54 GMT 2022","Tue Dec 06 19:21:55 GMT 2022","186","tests","test_LandingPage","TestLanding","","","test_help_project_block",""
"passed","Tue Dec 06 19:21:05 GMT 2022","Tue Dec 06 19:21:05 GMT 2022","465","tests","test_LandingPage","TestLanding","","","test_theme_color_button",""
"passed","Tue Dec 06 19:22:11 GMT 2022","Tue Dec 06 19:22:11 GMT 2022","387","tests","test_LandingPage","TestLanding","","","test_link_instagram",""
"passed","Tue Dec 06 19:21:03 GMT 2022","Tue Dec 06 19:21:03 GMT 2022","139","tests","test_LandingPage","TestLanding","","","test_link_startup",""
"passed","Tue Dec 06 19:22:07 GMT 2022","Tue Dec 06 19:22:09 GMT 2022","1794","tests","test_LandingPage","TestLanding","","","test_link_linkedin",""
"passed","Tue Dec 06 19:21:42 GMT 2022","Tue Dec 06 19:21:43 GMT 2022","719","tests","test_LandingPage","TestLanding","","","test_project_block_logo_and_text",""
"passed","Tue Dec 06 19:21:36 GMT 2022","Tue Dec 06 19:21:36 GMT 2022","385","tests","test_LandingPage","TestLanding","","","test_why_exlab_block",""
"passed","Tue Dec 06 19:22:19 GMT 2022","Tue Dec 06 19:22:20 GMT 2022","97","tests","test_LandingPage","TestLanding","","","test_link_mail_to",""
