"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 06 17:55:05 GMT 2022","Tue Dec 06 17:55:05 GMT 2022","94","tests","test_LandingPage","TestLanding","","","test_link_mail_to",""
"passed","Tue Dec 06 17:54:43 GMT 2022","Tue Dec 06 17:54:48 GMT 2022","4420","tests","test_LandingPage","TestLanding","","","test_button_boosty",""
"passed","Tue Dec 06 17:53:49 GMT 2022","Tue Dec 06 17:53:50 GMT 2022","144","tests","test_LandingPage","TestLanding","","","test_link_mentors",""
"passed","Tue Dec 06 17:54:39 GMT 2022","Tue Dec 06 17:54:40 GMT 2022","390","tests","test_LandingPage","TestLanding","","","test_startup_block",""
"passed","Tue Dec 06 17:54:01 GMT 2022","Tue Dec 06 17:54:16 GMT 2022","15111","tests","test_LandingPage","TestLanding","","","test_logo_opportunity_block",""
"passed","Tue Dec 06 17:53:42 GMT 2022","Tue Dec 06 17:53:43 GMT 2022","66","tests","test_LandingPage","TestLanding","","","test_smoke",""
"passed","Tue Dec 06 17:53:48 GMT 2022","Tue Dec 06 17:53:48 GMT 2022","144","tests","test_LandingPage","TestLanding","","","test_link_project",""
"passed","Tue Dec 06 17:54:20 GMT 2022","Tue Dec 06 17:54:20 GMT 2022","246","tests","test_LandingPage","TestLanding","","","test_o_nas_block",""
"passed","Tue Dec 06 17:54:56 GMT 2022","Tue Dec 06 17:54:56 GMT 2022","340","tests","test_LandingPage","TestLanding","","","test_link_instagram",""
"passed","Tue Dec 06 17:53:57 GMT 2022","Tue Dec 06 17:53:58 GMT 2022","1387","tests","test_LandingPage","TestLanding","","","test_join_button",""
"passed","Tue Dec 06 17:53:54 GMT 2022","Tue Dec 06 17:53:55 GMT 2022","831","tests","test_LandingPage","TestLanding","","","test_what_test",""
"passed","Tue Dec 06 17:53:44 GMT 2022","Tue Dec 06 17:53:44 GMT 2022","59","tests","test_LandingPage","TestLanding","","","test_logo_header",""
"passed","Tue Dec 06 17:53:53 GMT 2022","Tue Dec 06 17:53:53 GMT 2022","299","tests","test_LandingPage","TestLanding","","","test_theme_color_button",""
"passed","Tue Dec 06 17:54:41 GMT 2022","Tue Dec 06 17:54:42 GMT 2022","171","tests","test_LandingPage","TestLanding","","","test_help_project_block",""
"passed","Tue Dec 06 17:53:46 GMT 2022","Tue Dec 06 17:53:46 GMT 2022","134","tests","test_LandingPage","TestLanding","","","test_link_o_nas",""
"passed","Tue Dec 06 17:54:32 GMT 2022","Tue Dec 06 17:54:38 GMT 2022","5862","tests","test_LandingPage","TestLanding","","","test_mentors_cards",""
"passed","Tue Dec 06 17:53:51 GMT 2022","Tue Dec 06 17:53:51 GMT 2022","144","tests","test_LandingPage","TestLanding","","","test_link_startup",""
"passed","Tue Dec 06 17:54:24 GMT 2022","Tue Dec 06 17:54:25 GMT 2022","1341","tests","test_LandingPage","TestLanding","","","test_why_exlab_button_join",""
"passed","Tue Dec 06 17:54:53 GMT 2022","Tue Dec 06 17:54:54 GMT 2022","1091","tests","test_LandingPage","TestLanding","","","test_link_linkedin",""
"passed","Tue Dec 06 17:54:51 GMT 2022","Tue Dec 06 17:54:51 GMT 2022","166","tests","test_LandingPage","TestLanding","","","test_logo_footer",""
"passed","Tue Dec 06 17:54:00 GMT 2022","Tue Dec 06 17:54:00 GMT 2022","142","tests","test_LandingPage","TestLanding","","","test_link_position",""
"passed","Tue Dec 06 17:54:58 GMT 2022","Tue Dec 06 17:54:59 GMT 2022","1371","tests","test_LandingPage","TestLanding","","","test_link_telegram",""
"passed","Tue Dec 06 17:54:18 GMT 2022","Tue Dec 06 17:54:18 GMT 2022","195","tests","test_LandingPage","TestLanding","","","test_opportunity_block",""
"passed","Tue Dec 06 17:55:01 GMT 2022","Tue Dec 06 17:55:04 GMT 2022","2822","tests","test_LandingPage","TestLanding","","","test_link_youtube",""
"passed","Tue Dec 06 17:54:29 GMT 2022","Tue Dec 06 17:54:30 GMT 2022","1618","tests","test_LandingPage","TestLanding","","","test_project_block_logo_and_text",""
"passed","Tue Dec 06 17:54:49 GMT 2022","Tue Dec 06 17:54:49 GMT 2022","162","tests","test_LandingPage","TestLanding","","","test_stay_tune_block",""
"passed","Tue Dec 06 17:54:22 GMT 2022","Tue Dec 06 17:54:22 GMT 2022","383","tests","test_LandingPage","TestLanding","","","test_why_exlab_block",""
"passed","Tue Dec 06 17:54:27 GMT 2022","Tue Dec 06 17:54:27 GMT 2022","86","tests","test_LandingPage","TestLanding","","","test_project_block_header",""
